The man wants the sister.	The man want the sister.
The men want the sister.	The men wants the sister.
The man wants the sister.	The men wants the sister.
The men want the sister.	The man want the sister.
The man wants the brother.	The man want the brother.
The men want the brother.	The men wants the brother.
The man wants the brother.	The men wants the brother.
The men want the brother.	The man want the brother.
The woman wants the mom.	The woman want the mom.
The women want the mom.	The women wants the mom.
The woman wants the mom.	The women wants the mom.
The women want the mom.	The woman want the mom.
The woman wants the dad.	The woman want the dad.
The women want the dad.	The women wants the dad.
The woman wants the dad.	The women wants the dad.
The women want the dad.	The woman want the dad.
The woman wants the girl.	The woman want the girl.
The women want the girl.	The women wants the girl.
The woman wants the girl.	The women wants the girl.
The women want the girl.	The woman want the girl.
The woman wants the boy.	The woman want the boy.
The women want the boy.	The women wants the boy.
The woman wants the boy.	The women wants the boy.
The women want the boy.	The woman want the boy.
The woman wants the man.	The woman want the man.
The women want the man.	The women wants the man.
The woman wants the man.	The women wants the man.
The women want the man.	The woman want the man.
The woman wants the prince.	The woman want the prince.
The women want the prince.	The women wants the prince.
The woman wants the prince.	The women wants the prince.
The women want the prince.	The woman want the prince.
The woman wants the princess.	The woman want the princess.
The women want the princess.	The women wants the princess.
The woman wants the princess.	The women wants the princess.
The women want the princess.	The woman want the princess.
The woman wants the sister.	The woman want the sister.
The women want the sister.	The women wants the sister.
The woman wants the sister.	The women wants the sister.
The women want the sister.	The woman want the sister.
The woman wants the brother.	The woman want the brother.
The women want the brother.	The women wants the brother.
The woman wants the brother.	The women wants the brother.
The women want the brother.	The woman want the brother.
The prince wants the mom.	The prince want the mom.
The princes want the mom.	The princes wants the mom.
The prince wants the mom.	The princes wants the mom.
The princes want the mom.	The prince want the mom.
The prince wants the dad.	The prince want the dad.
The princes want the dad.	The princes wants the dad.
The prince wants the dad.	The princes wants the dad.
The princes want the dad.	The prince want the dad.
The prince wants the girl.	The prince want the girl.
The princes want the girl.	The princes wants the girl.
The prince wants the girl.	The princes wants the girl.
The princes want the girl.	The prince want the girl.
The prince wants the boy.	The prince want the boy.
The princes want the boy.	The princes wants the boy.
The prince wants the boy.	The princes wants the boy.
The princes want the boy.	The prince want the boy.
The prince wants the man.	The prince want the man.
The princes want the man.	The princes wants the man.
The prince wants the man.	The princes wants the man.
The princes want the man.	The prince want the man.
The prince wants the woman.	The prince want the woman.
The princes want the woman.	The princes wants the woman.
The prince wants the woman.	The princes wants the woman.
The princes want the woman.	The prince want the woman.
The prince wants the princess.	The prince want the princess.
The princes want the princess.	The princes wants the princess.
The prince wants the princess.	The princes wants the princess.
The princes want the princess.	The prince want the princess.
The prince wants the sister.	The prince want the sister.
The princes want the sister.	The princes wants the sister.
The prince wants the sister.	The princes wants the sister.
The princes want the sister.	The prince want the sister.
The prince wants the brother.	The prince want the brother.
The princes want the brother.	The princes wants the brother.
The prince wants the brother.	The princes wants the brother.
The princes want the brother.	The prince want the brother.
The princess wants the mom.	The princess want the mom.
The princesses want the mom.	The princesses wants the mom.
The princess wants the mom.	The princesses wants the mom.
The princesses want the mom.	The princess want the mom.
The princess wants the dad.	The princess want the dad.
The princesses want the dad.	The princesses wants the dad.
The princess wants the dad.	The princesses wants the dad.
The princesses want the dad.	The princess want the dad.
The princess wants the girl.	The princess want the girl.
The princesses want the girl.	The princesses wants the girl.
The princess wants the girl.	The princesses wants the girl.
The princesses want the girl.	The princess want the girl.
The princess wants the boy.	The princess want the boy.
The princesses want the boy.	The princesses wants the boy.
The princess wants the boy.	The princesses wants the boy.
The princesses want the boy.	The princess want the boy.
The princess wants the man.	The princess want the man.
The princesses want the man.	The princesses wants the man.
The princess wants the man.	The princesses wants the man.
The princesses want the man.	The princess want the man.
The princess wants the woman.	The princess want the woman.
The princesses want the woman.	The princesses wants the woman.
The princess wants the woman.	The princesses wants the woman.
The princesses want the woman.	The princess want the woman.
The princess wants the prince.	The princess want the prince.
The princesses want the prince.	The princesses wants the prince.
The princess wants the prince.	The princesses wants the prince.
The princesses want the prince.	The princess want the prince.
The princess wants the sister.	The princess want the sister.
The princesses want the sister.	The princesses wants the sister.
The princess wants the sister.	The princesses wants the sister.
The princesses want the sister.	The princess want the sister.
The princess wants the brother.	The princess want the brother.
The princesses want the brother.	The princesses wants the brother.
The princess wants the brother.	The princesses wants the brother.
The princesses want the brother.	The princess want the brother.
The sister wants the mom.	The sister want the mom.
The sisters want the mom.	The sisters wants the mom.
The sister wants the mom.	The sisters wants the mom.
The sisters want the mom.	The sister want the mom.
The sister wants the dad.	The sister want the dad.
The sisters want the dad.	The sisters wants the dad.
The sister wants the dad.	The sisters wants the dad.
The sisters want the dad.	The sister want the dad.
The sister wants the girl.	The sister want the girl.
The sisters want the girl.	The sisters wants the girl.
The sister wants the girl.	The sisters wants the girl.
The sisters want the girl.	The sister want the girl.
The sister wants the boy.	The sister want the boy.
The sisters want the boy.	The sisters wants the boy.
The sister wants the boy.	The sisters wants the boy.
The sisters want the boy.	The sister want the boy.
The sister wants the man.	The sister want the man.
The sisters want the man.	The sisters wants the man.
The sister wants the man.	The sisters wants the man.
The sisters want the man.	The sister want the man.
The sister wants the woman.	The sister want the woman.
The sisters want the woman.	The sisters wants the woman.
The sister wants the woman.	The sisters wants the woman.
The sisters want the woman.	The sister want the woman.
The sister wants the prince.	The sister want the prince.
The sisters want the prince.	The sisters wants the prince.
The sister wants the prince.	The sisters wants the prince.
The sisters want the prince.	The sister want the prince.
The sister wants the princess.	The sister want the princess.
The sisters want the princess.	The sisters wants the princess.
The sister wants the princess.	The sisters wants the princess.
The sisters want the princess.	The sister want the princess.
The sister wants the brother.	The sister want the brother.
The sisters want the brother.	The sisters wants the brother.
The sister wants the brother.	The sisters wants the brother.
The sisters want the brother.	The sister want the brother.
The brother wants the mom.	The brother want the mom.
The brothers want the mom.	The brothers wants the mom.
The brother wants the mom.	The brothers wants the mom.
The brothers want the mom.	The brother want the mom.
The brother wants the dad.	The brother want the dad.
The brothers want the dad.	The brothers wants the dad.
The brother wants the dad.	The brothers wants the dad.
The brothers want the dad.	The brother want the dad.
The brother wants the girl.	The brother want the girl.
The brothers want the girl.	The brothers wants the girl.
The brother wants the girl.	The brothers wants the girl.
The brothers want the girl.	The brother want the girl.
The brother wants the boy.	The brother want the boy.
The brothers want the boy.	The brothers wants the boy.
The brother wants the boy.	The brothers wants the boy.
The brothers want the boy.	The brother want the boy.
The brother wants the man.	The brother want the man.
The brothers want the man.	The brothers wants the man.
The brother wants the man.	The brothers wants the man.
The brothers want the man.	The brother want the man.
The brother wants the woman.	The brother want the woman.
The brothers want the woman.	The brothers wants the woman.
The brother wants the woman.	The brothers wants the woman.
The brothers want the woman.	The brother want the woman.
The brother wants the prince.	The brother want the prince.
The brothers want the prince.	The brothers wants the prince.
The brother wants the prince.	The brothers wants the prince.
The brothers want the prince.	The brother want the prince.
The brother wants the princess.	The brother want the princess.
The brothers want the princess.	The brothers wants the princess.
The brother wants the princess.	The brothers wants the princess.
The brothers want the princess.	The brother want the princess.
The brother wants the sister.	The brother want the sister.
The brothers want the sister.	The brothers wants the sister.
The brother wants the sister.	The brothers wants the sister.
The brothers want the sister.	The brother want the sister.
The mom knows the dad.	The mom know the dad.
The moms know the dad.	The moms knows the dad.
The mom knows the dad.	The moms knows the dad.
The moms know the dad.	The mom know the dad.
The mom knows the girl.	The mom know the girl.
The moms know the girl.	The moms knows the girl.
The mom knows the girl.	The moms knows the girl.
The moms know the girl.	The mom know the girl.
The mom knows the boy.	The mom know the boy.
The moms know the boy.	The moms knows the boy.
The mom knows the boy.	The moms knows the boy.
The moms know the boy.	The mom know the boy.
The mom knows the man.	The mom know the man.
The moms know the man.	The moms knows the man.
The mom knows the man.	The moms knows the man.
The moms know the man.	The mom know the man.
The mom knows the woman.	The mom know the woman.
The moms know the woman.	The moms knows the woman.
The mom knows the woman.	The moms knows the woman.
The moms know the woman.	The mom know the woman.
The mom knows the prince.	The mom know the prince.
The moms know the prince.	The moms knows the prince.
The mom knows the prince.	The moms knows the prince.
The moms know the prince.	The mom know the prince.
The mom knows the princess.	The mom know the princess.
The moms know the princess.	The moms knows the princess.
The mom knows the princess.	The moms knows the princess.
The moms know the princess.	The mom know the princess.
The mom knows the sister.	The mom know the sister.
The moms know the sister.	The moms knows the sister.
The mom knows the sister.	The moms knows the sister.
The moms know the sister.	The mom know the sister.
The mom knows the brother.	The mom know the brother.
The moms know the brother.	The moms knows the brother.
The mom knows the brother.	The moms knows the brother.
The moms know the brother.	The mom know the brother.
The dad knows the mom.	The dad know the mom.
The dads know the mom.	The dads knows the mom.
The dad knows the mom.	The dads knows the mom.
The dads know the mom.	The dad know the mom.
The dad knows the girl.	The dad know the girl.
The dads know the girl.	The dads knows the girl.
The dad knows the girl.	The dads knows the girl.
The dads know the girl.	The dad know the girl.
The dad knows the boy.	The dad know the boy.
The dads know the boy.	The dads knows the boy.
The dad knows the boy.	The dads knows the boy.
The dads know the boy.	The dad know the boy.
The dad knows the man.	The dad know the man.
The dads know the man.	The dads knows the man.
The dad knows the man.	The dads knows the man.
The dads know the man.	The dad know the man.
The dad knows the woman.	The dad know the woman.
The dads know the woman.	The dads knows the woman.
The dad knows the woman.	The dads knows the woman.
The dads know the woman.	The dad know the woman.
The dad knows the prince.	The dad know the prince.
The dads know the prince.	The dads knows the prince.
The dad knows the prince.	The dads knows the prince.
The dads know the prince.	The dad know the prince.
The dad knows the princess.	The dad know the princess.
The dads know the princess.	The dads knows the princess.
The dad knows the princess.	The dads knows the princess.
The dads know the princess.	The dad know the princess.
The dad knows the sister.	The dad know the sister.
The dads know the sister.	The dads knows the sister.
The dad knows the sister.	The dads knows the sister.
The dads know the sister.	The dad know the sister.
The dad knows the brother.	The dad know the brother.
The dads know the brother.	The dads knows the brother.
The dad knows the brother.	The dads knows the brother.
The dads know the brother.	The dad know the brother.
The girl knows the mom.	The girl know the mom.
The girls know the mom.	The girls knows the mom.
The girl knows the mom.	The girls knows the mom.
The girls know the mom.	The girl know the mom.
The girl knows the dad.	The girl know the dad.
The girls know the dad.	The girls knows the dad.
The girl knows the dad.	The girls knows the dad.
The girls know the dad.	The girl know the dad.
The girl knows the boy.	The girl know the boy.
The girls know the boy.	The girls knows the boy.
The girl knows the boy.	The girls knows the boy.
The girls know the boy.	The girl know the boy.
The girl knows the man.	The girl know the man.
The girls know the man.	The girls knows the man.
The girl knows the man.	The girls knows the man.
The girls know the man.	The girl know the man.
The girl knows the woman.	The girl know the woman.
The girls know the woman.	The girls knows the woman.
The girl knows the woman.	The girls knows the woman.
The girls know the woman.	The girl know the woman.
The girl knows the prince.	The girl know the prince.
The girls know the prince.	The girls knows the prince.
The girl knows the prince.	The girls knows the prince.
The girls know the prince.	The girl know the prince.
The girl knows the princess.	The girl know the princess.
The girls know the princess.	The girls knows the princess.
The girl knows the princess.	The girls knows the princess.
The girls know the princess.	The girl know the princess.
The girl knows the sister.	The girl know the sister.
The girls know the sister.	The girls knows the sister.
The girl knows the sister.	The girls knows the sister.
The girls know the sister.	The girl know the sister.
The girl knows the brother.	The girl know the brother.
The girls know the brother.	The girls knows the brother.
The girl knows the brother.	The girls knows the brother.
The girls know the brother.	The girl know the brother.
The boy knows the mom.	The boy know the mom.
The boys know the mom.	The boys knows the mom.
The boy knows the mom.	The boys knows the mom.
The boys know the mom.	The boy know the mom.
The boy knows the dad.	The boy know the dad.
The boys know the dad.	The boys knows the dad.
The boy knows the dad.	The boys knows the dad.
The boys know the dad.	The boy know the dad.
The boy knows the girl.	The boy know the girl.
The boys know the girl.	The boys knows the girl.
The boy knows the girl.	The boys knows the girl.
The boys know the girl.	The boy know the girl.
The boy knows the man.	The boy know the man.
The boys know the man.	The boys knows the man.
The boy knows the man.	The boys knows the man.
The boys know the man.	The boy know the man.
The boy knows the woman.	The boy know the woman.
The boys know the woman.	The boys knows the woman.
The boy knows the woman.	The boys knows the woman.
The boys know the woman.	The boy know the woman.
The boy knows the prince.	The boy know the prince.
The boys know the prince.	The boys knows the prince.
The boy knows the prince.	The boys knows the prince.
The boys know the prince.	The boy know the prince.
The boy knows the princess.	The boy know the princess.
The boys know the princess.	The boys knows the princess.
The boy knows the princess.	The boys knows the princess.
The boys know the princess.	The boy know the princess.
The boy knows the sister.	The boy know the sister.
The boys know the sister.	The boys knows the sister.
The boy knows the sister.	The boys knows the sister.
The boys know the sister.	The boy know the sister.
The boy knows the brother.	The boy know the brother.
The boys know the brother.	The boys knows the brother.
The boy knows the brother.	The boys knows the brother.
The boys know the brother.	The boy know the brother.
The man knows the mom.	The man know the mom.
The men know the mom.	The men knows the mom.
The man knows the mom.	The men knows the mom.
The men know the mom.	The man know the mom.
The man knows the dad.	The man know the dad.
The men know the dad.	The men knows the dad.
The man knows the dad.	The men knows the dad.
The men know the dad.	The man know the dad.
The man knows the girl.	The man know the girl.
The men know the girl.	The men knows the girl.
The man knows the girl.	The men knows the girl.
The men know the girl.	The man know the girl.
The man knows the boy.	The man know the boy.
The men know the boy.	The men knows the boy.
The man knows the boy.	The men knows the boy.
The men know the boy.	The man know the boy.
The man knows the woman.	The man know the woman.
The men know the woman.	The men knows the woman.
The man knows the woman.	The men knows the woman.
The men know the woman.	The man know the woman.
The man knows the prince.	The man know the prince.
The men know the prince.	The men knows the prince.
The man knows the prince.	The men knows the prince.
The men know the prince.	The man know the prince.
The man knows the princess.	The man know the princess.
The men know the princess.	The men knows the princess.
The man knows the princess.	The men knows the princess.
The men know the princess.	The man know the princess.
The man knows the sister.	The man know the sister.
The men know the sister.	The men knows the sister.
The man knows the sister.	The men knows the sister.
The men know the sister.	The man know the sister.
The man knows the brother.	The man know the brother.
The men know the brother.	The men knows the brother.
The man knows the brother.	The men knows the brother.
The men know the brother.	The man know the brother.
The woman knows the mom.	The woman know the mom.
The women know the mom.	The women knows the mom.
The woman knows the mom.	The women knows the mom.
The women know the mom.	The woman know the mom.
The woman knows the dad.	The woman know the dad.
The women know the dad.	The women knows the dad.
The woman knows the dad.	The women knows the dad.
The women know the dad.	The woman know the dad.
The woman knows the girl.	The woman know the girl.
The women know the girl.	The women knows the girl.
The woman knows the girl.	The women knows the girl.
The women know the girl.	The woman know the girl.
The woman knows the boy.	The woman know the boy.
The women know the boy.	The women knows the boy.
The woman knows the boy.	The women knows the boy.
The women know the boy.	The woman know the boy.
The woman knows the man.	The woman know the man.
The women know the man.	The women knows the man.
The woman knows the man.	The women knows the man.
The women know the man.	The woman know the man.
The woman knows the prince.	The woman know the prince.
The women know the prince.	The women knows the prince.
The woman knows the prince.	The women knows the prince.
The women know the prince.	The woman know the prince.
The woman knows the princess.	The woman know the princess.
The women know the princess.	The women knows the princess.
The woman knows the princess.	The women knows the princess.
The women know the princess.	The woman know the princess.
The woman knows the sister.	The woman know the sister.
The women know the sister.	The women knows the sister.
The woman knows the sister.	The women knows the sister.
The women know the sister.	The woman know the sister.
The woman knows the brother.	The woman know the brother.
The women know the brother.	The women knows the brother.
The woman knows the brother.	The women knows the brother.
The women know the brother.	The woman know the brother.
The prince knows the mom.	The prince know the mom.
The princes know the mom.	The princes knows the mom.
The prince knows the mom.	The princes knows the mom.
The princes know the mom.	The prince know the mom.
The prince knows the dad.	The prince know the dad.
The princes know the dad.	The princes knows the dad.
The prince knows the dad.	The princes knows the dad.
The princes know the dad.	The prince know the dad.
The prince knows the girl.	The prince know the girl.
The princes know the girl.	The princes knows the girl.
The prince knows the girl.	The princes knows the girl.
The princes know the girl.	The prince know the girl.
The prince knows the boy.	The prince know the boy.
The princes know the boy.	The princes knows the boy.
The prince knows the boy.	The princes knows the boy.
The princes know the boy.	The prince know the boy.
The prince knows the man.	The prince know the man.
The princes know the man.	The princes knows the man.
The prince knows the man.	The princes knows the man.
The princes know the man.	The prince know the man.
The prince knows the woman.	The prince know the woman.
The princes know the woman.	The princes knows the woman.
The prince knows the woman.	The princes knows the woman.
The princes know the woman.	The prince know the woman.
The prince knows the princess.	The prince know the princess.
The princes know the princess.	The princes knows the princess.
The prince knows the princess.	The princes knows the princess.
The princes know the princess.	The prince know the princess.
The prince knows the sister.	The prince know the sister.
The princes know the sister.	The princes knows the sister.
The prince knows the sister.	The princes knows the sister.
The princes know the sister.	The prince know the sister.
The prince knows the brother.	The prince know the brother.
The princes know the brother.	The princes knows the brother.
The prince knows the brother.	The princes knows the brother.
The princes know the brother.	The prince know the brother.
The princess knows the mom.	The princess know the mom.
The princesses know the mom.	The princesses knows the mom.
The princess knows the mom.	The princesses knows the mom.
The princesses know the mom.	The princess know the mom.
The princess knows the dad.	The princess know the dad.
The princesses know the dad.	The princesses knows the dad.
The princess knows the dad.	The princesses knows the dad.
The princesses know the dad.	The princess know the dad.
The princess knows the girl.	The princess know the girl.
The princesses know the girl.	The princesses knows the girl.
The princess knows the girl.	The princesses knows the girl.
The princesses know the girl.	The princess know the girl.
The princess knows the boy.	The princess know the boy.
The princesses know the boy.	The princesses knows the boy.
The princess knows the boy.	The princesses knows the boy.
The princesses know the boy.	The princess know the boy.
The princess knows the man.	The princess know the man.
The princesses know the man.	The princesses knows the man.
The princess knows the man.	The princesses knows the man.
The princesses know the man.	The princess know the man.
The princess knows the woman.	The princess know the woman.
The princesses know the woman.	The princesses knows the woman.
The princess knows the woman.	The princesses knows the woman.
The princesses know the woman.	The princess know the woman.
The princess knows the prince.	The princess know the prince.
The princesses know the prince.	The princesses knows the prince.
The princess knows the prince.	The princesses knows the prince.
The princesses know the prince.	The princess know the prince.
The princess knows the sister.	The princess know the sister.
The princesses know the sister.	The princesses knows the sister.
The princess knows the sister.	The princesses knows the sister.
The princesses know the sister.	The princess know the sister.
The princess knows the brother.	The princess know the brother.
The princesses know the brother.	The princesses knows the brother.
The princess knows the brother.	The princesses knows the brother.
The princesses know the brother.	The princess know the brother.
The sister knows the mom.	The sister know the mom.
The sisters know the mom.	The sisters knows the mom.
The sister knows the mom.	The sisters knows the mom.
The sisters know the mom.	The sister know the mom.
The sister knows the dad.	The sister know the dad.
The sisters know the dad.	The sisters knows the dad.
The sister knows the dad.	The sisters knows the dad.
The sisters know the dad.	The sister know the dad.
The sister knows the girl.	The sister know the girl.
The sisters know the girl.	The sisters knows the girl.
The sister knows the girl.	The sisters knows the girl.
The sisters know the girl.	The sister know the girl.
The sister knows the boy.	The sister know the boy.
The sisters know the boy.	The sisters knows the boy.
The sister knows the boy.	The sisters knows the boy.
The sisters know the boy.	The sister know the boy.
The sister knows the man.	The sister know the man.
The sisters know the man.	The sisters knows the man.
The sister knows the man.	The sisters knows the man.
The sisters know the man.	The sister know the man.
The sister knows the woman.	The sister know the woman.
The sisters know the woman.	The sisters knows the woman.
The sister knows the woman.	The sisters knows the woman.
The sisters know the woman.	The sister know the woman.
The sister knows the prince.	The sister know the prince.
The sisters know the prince.	The sisters knows the prince.
The sister knows the prince.	The sisters knows the prince.
The sisters know the prince.	The sister know the prince.
The sister knows the princess.	The sister know the princess.
The sisters know the princess.	The sisters knows the princess.
The sister knows the princess.	The sisters knows the princess.
The sisters know the princess.	The sister know the princess.
The sister knows the brother.	The sister know the brother.
The sisters know the brother.	The sisters knows the brother.
The sister knows the brother.	The sisters knows the brother.
The sisters know the brother.	The sister know the brother.
The brother knows the mom.	The brother know the mom.
The brothers know the mom.	The brothers knows the mom.
The brother knows the mom.	The brothers knows the mom.
The brothers know the mom.	The brother know the mom.
The brother knows the dad.	The brother know the dad.
The brothers know the dad.	The brothers knows the dad.
The brother knows the dad.	The brothers knows the dad.
The brothers know the dad.	The brother know the dad.
The brother knows the girl.	The brother know the girl.
The brothers know the girl.	The brothers knows the girl.
The brother knows the girl.	The brothers knows the girl.
The brothers know the girl.	The brother know the girl.
The brother knows the boy.	The brother know the boy.
The brothers know the boy.	The brothers knows the boy.
The brother knows the boy.	The brothers knows the boy.
The brothers know the boy.	The brother know the boy.
The brother knows the man.	The brother know the man.
The brothers know the man.	The brothers knows the man.
The brother knows the man.	The brothers knows the man.
The brothers know the man.	The brother know the man.
The brother knows the woman.	The brother know the woman.
The brothers know the woman.	The brothers knows the woman.
The brother knows the woman.	The brothers knows the woman.
The brothers know the woman.	The brother know the woman.
The brother knows the prince.	The brother know the prince.
The brothers know the prince.	The brothers knows the prince.
The brother knows the prince.	The brothers knows the prince.
The brothers know the prince.	The brother know the prince.
The brother knows the princess.	The brother know the princess.
The brothers know the princess.	The brothers knows the princess.
The brother knows the princess.	The brothers knows the princess.
The brothers know the princess.	The brother know the princess.
The brother knows the sister.	The brother know the sister.
The brothers know the sister.	The brothers knows the sister.
The brother knows the sister.	The brothers knows the sister.
The brothers know the sister.	The brother know the sister.
The mom lets the dad.	The mom let the dad.
The moms let the dad.	The moms lets the dad.
The mom lets the dad.	The moms lets the dad.
The moms let the dad.	The mom let the dad.
The mom lets the girl.	The mom let the girl.
The moms let the girl.	The moms lets the girl.
The mom lets the girl.	The moms lets the girl.
The moms let the girl.	The mom let the girl.
The mom lets the boy.	The mom let the boy.
The moms let the boy.	The moms lets the boy.
The mom lets the boy.	The moms lets the boy.
The moms let the boy.	The mom let the boy.
The mom lets the man.	The mom let the man.
The moms let the man.	The moms lets the man.
The mom lets the man.	The moms lets the man.
The moms let the man.	The mom let the man.
The mom lets the woman.	The mom let the woman.
The moms let the woman.	The moms lets the woman.
The mom lets the woman.	The moms lets the woman.
The moms let the woman.	The mom let the woman.
The mom lets the prince.	The mom let the prince.
The moms let the prince.	The moms lets the prince.
The mom lets the prince.	The moms lets the prince.
The moms let the prince.	The mom let the prince.
